"teamName","character","characterScore","nonWeightedAverageStabilityScore","nonWeightedAverageSimilarityScore","diversityScore"
"A-little-HOPE","X","0.00302365993276560658746999148438946","0.93636363744735718","0.0228627132251858709","0.566944551360994"
"A-little-HOPE","Y","0.0005064307985769828610657735780904955","1","0.0267928938381373883","0.05808671090975469"
"A-little-HOPE","Z","0.007408772492881419826424900476146683","0.86015056371688842","0.0376437410712242124","0.5452424672556029"
"baseline_zero_shot","A","0.0000030275813724248819439440518776744","0.3","0.0049365429207682609","0.0031492268451582275"
"baseline_zero_shot","B","0","0","0","0"
"baseline_zero_shot","C","0","0","0","0"
"baseline_zero_shot","D","0","0","0","0"
"baseline_zero_shot","E","0","0.1","0.0037119876593351364","0"
"baseline_zero_shot","F","0","0","0","0"
"baseline_zero_shot","G","0","0","0","0"
"baseline_zero_shot","H","0","0","0","0"
"baseline_zero_shot","I","0.00000035870142624633222618616740142161695","1","0.83441642522811888","0.000002775524818712485"
"baseline_zero_shot","J","0","0","0","0"
"baseline_zero_shot","K","0","0","0","0"
"baseline_zero_shot","L","0.000086464926737332123857638803214073","0.4","0.0048863965552300215","0.06199086456314835"
"baseline_zero_shot","M","0","0","0","0"
"baseline_zero_shot","N","0","0","0","0"
"baseline_zero_shot","O","0.0000614825489001036929705167103113152","0.5","0.00308305276557803155","0.08662974767188576"
"baseline_zero_shot","P","0","0","0","0"
"baseline_zero_shot","Q","0.0001764030603319202072276242834126644","0.36666666865348816","0.0083696724846959118","0.06441649962562246"
"baseline_zero_shot","R","0","0.3","0.0041296340525150298","0"
"baseline_zero_shot","S","0","0","0","0"
"baseline_zero_shot","T","0.0000125319032693011744900585753865924","0.13333333432674408","0.003209423553198576","0.019659685949654414"
"baseline_zero_shot","U","0","0.1","0.0006918467581272125","0"
"baseline_zero_shot","V","0.00001404318460209112103903536079983127","0.3","0.0039346569683402774","0.014938887035934397"
"baseline_zero_shot","W","0.000008989582186612678287367291205125","0.12857142984867096","0.0041038207709789276","0.013454056233712975"
"baseline_zero_shot","X","0","0.3","0.0046192911453545094","0"
"baseline_zero_shot","Y","0","0","0","0"
"baseline_zero_shot","Z","0","0","0","0"
"baseline_zero_shot_multi_turn","A","0.001377583848577728720340853134219019","1","0.0113701123278588059","0.6221345562639103"
"baseline_zero_shot_multi_turn","B","0.001508429159408437159763647371508574","0.78333333134651184","0.0127410355024039744","0.5466505245727658"
"baseline_zero_shot_multi_turn","C","0.00414360210907672376888692614767304","0.85833333730697634","0.0289046581834554678","0.5334491803786585"
"baseline_zero_shot_multi_turn","D","0","1","0.007197892758995295","0"
"baseline_zero_shot_multi_turn","E","0.00162443127111142958021653258504804","0.70916666835546494","0.0168539511971175668","0.443599521814834"
"baseline_zero_shot_multi_turn","F","0.007382080477214885582968827643854786","0.9","0.0394764140248298638","0.6408799905866727"
"baseline_zero_shot_multi_turn","G","0.004188572369824962433499573893122046","0.95","0.030350817274302244","0.6776653280375533"
"baseline_zero_shot_multi_turn","H","0.000763552019244351175869102314587548","0.8","0.0105143393389880658","0.2923325315573412"
"baseline_zero_shot_multi_turn","I","0.00080963073136051898493529328886085442","0.7","0.54511109292507172","0.009589518925461811"
"baseline_zero_shot_multi_turn","J","0.0003100622823328601374826149668722071","0.40000000894069672","0.0109018882736563686","0.18358694735423167"
"baseline_zero_shot_multi_turn","K","0.00207098973176234134165591367456928","0.6800000011920929","0.0482358917593955984","0.18005875931330775"
"baseline_zero_shot_multi_turn","L","0.016750519077107418805669231387470195","0.9","0.1141876452602446082","0.5139082354325385"
"baseline_zero_shot_multi_turn","M","0.002558808352884059035474970704124952","0.7300000071525574","0.0312946448102593412","0.3038598189530458"
"baseline_zero_shot_multi_turn","N","0.0062802885391266585965104566755145063","0.95","0.0539363045245409003","0.32053313089923513"
"baseline_zero_shot_multi_turn","O","0.0006761559613705014107681770586792165","0.9","0.00689009199850261225","0.42630262195600055"
"baseline_zero_shot_multi_turn","P","0.00249581467311419870748042504014908","1","0.026499820128083229","0.3283942830556745"
"baseline_zero_shot_multi_turn","Q","0.00073062755966645249692882266419686","1","0.0115951156243681909","0.1859167113142108"
"baseline_zero_shot_multi_turn","R","0.011187940695979860540516553584915645","0.89000000059604645","0.066100383177399636","0.5200447859949217"
"baseline_zero_shot_multi_turn","S","0.0009177566587497950469603943463210976","0.84571429491043092","0.0258763616904616357","0.14957387409115028"
"baseline_zero_shot_multi_turn","T","0.0018305499246289714413970724831530598","0.775","0.0272743781097233288","0.25702207903695773"
"baseline_zero_shot_multi_turn","U","0.01482981327584245829436586365027216","0.76666666865348816","0.0787020402494818002","0.5433979284998934"
"baseline_zero_shot_multi_turn","V","0.001889232560911415132402460042888602","0.93333333432674408","0.0173976355232298371","0.5278385272522063"
"baseline_zero_shot_multi_turn","W","0.00235731493110840557907100918917452","0.75976190567016602","0.014202986331656575","0.5491137345576482"
"baseline_zero_shot_multi_turn","X","0.004840919301471834660206345715867166","0.9","0.0349204463884234417","0.6264772140662527"
"baseline_zero_shot_multi_turn","Y","0.0020997499357020504919780900295412462","1","0.0203544881194829945","0.31701783166892583"
"baseline_zero_shot_multi_turn","Z","0.000020117225373387131686667827414741412","0.75","0.207645446062088012","0.0003138780970337966"
"ChuangYe","A","0.0005090208238260973473359636071031025","0.30555555820465088","0.0277655645273625853","0.10350543158416747"
"ChuangYe","B","0.0000741771444985619173663753843401636","0.23588935732841492","0.0056108721531927586","0.07473842133158862"
"ChuangYe","C","0.0001249456920111871212877960774940032","0.21923077255487442","0.0086029461584985256","0.06868886406277112"
"ChuangYe","D","0.0000367318382303815018615087103190872","0.25","0.00295843468047678474","0.05475134695139224"
"ChuangYe","E","0.001038694193234776201006229382654933","0.537815126776695252","0.01413263618014752875","0.3818426728764893"
"ChuangYe","F","0.0001658997034377704968248227695319026","0.205785396695137024","0.009155365685001016","0.10120040253595838"
"ChuangYe","G","0.000240841331512657859537571177478686","0.35952381491661072","0.0070456191431730984","0.1785561432602901"
"ChuangYe","H","0.00000533077528293353468648553378477555","0.10714285969734192","0.0014895208179950715","0.021800811499502273"
"ChuangYe","I","0.0000286204575590809122498831176273773","0.2199999988079071","0.0046769558917731047","0.050470288022636194"
"ChuangYe","J","0.0001914116460621273324680037514352205","0.279558822512626643","0.0099972628988325595","0.11001907558624713"
"ChuangYe","K","0.000174912637750253099749155069230733","0.134264708310365678","0.0121390716172754766","0.07575039657926953"
"ChuangYe","L","0.0001011744168857223971293359125058546","0.20367647111415863","0.010145477205514908","0.05230401479813846"
"ChuangYe","M","0.0003667561859015647292753463211258464","0.3","0.0283892726525664323","0.03741703321947216"
"ChuangYe","N","0.0006143779303759639240167948268069774","0.32867647111415863","0.0143014565575867891","0.13284879178207454"
"ChuangYe","O","0.0001837172219647466121789250272247722","0.329638010263442993","0.00616934304125607035","0.15225654161789406"
"ChuangYe","P","0","0.05","0.0005858324933797121","0"
"ChuangYe","Q","0.0003482131753506097661989578858082896","0.48333333432674408","0.0074305766262114047","0.17669737363374852"
"ChuangYe","R","0.00002481712017366694357961135498198813","0.130000001192092896","0.0039974698331207037","0.020194501210071943"
"ChuangYe","S","0.0003306948803727962398548885230868968","0.27029411792755127","0.0138824971858412027","0.09665032219545944"
"ChuangYe","T","0.000643746186460989457232165991312156","0.35714286118745804","0.0125505696050822735","0.22699250587629735"
"ChuangYe","U","0.0001374922108215624745511036897549625","0.35","0.0050848886370658874","0.08059343099362731"
"ChuangYe","V","0.0003789321427108054208108090427509748","0.41730769276618958","0.0116876361891627314","0.19664539241244572"
"ChuangYe","W","0.002215766117939746046412678488522426","0.5125","0.036333258915692568","0.19207213269026593"
"ChuangYe","X","0.00003244753919959033560117898469458626","0.2380952388048172","0.0066276875324547287","0.028526720338579586"
"ChuangYe","Y","0.0008922395809427077676349137746616","0.315413427352905276","0.01541798659600317469","0.334432826884135"
"ChuangYe","Z","0.000312409952216030303634194699833043","0.25714285969734192","0.0111442985944449901","0.0772244645672627"
"CoT","A","0.000608618281926747166695455152181892","0.75416666716337204","0.0188141948543488983","0.3518388714207594"
"CoT","B","0.0033839937736101410356492860366010356","0.75","0.559206968545913695","0.028515900170482115"
"CoT","C","0.00000170765037351634639095404896214856174","1","0.69193484783172607","0.000008279038572059053"
"CoT","D","0.00121679080249680301759183125567045","0.85","0.0108059029094874857","0.5276253896452461"
"CoT","E","0","1","0.5019036531448364","0"
"CoT","F","0.003382476136627099105040999258988112","0.95666666626930237","0.0176089870743453501","0.5877728668041544"
"CoT","G","0.00014316292681225934740587497653669696","1","0.283856925368309024","0.0022972285775703515"
"CoT","H","0.00112346219152348672086756619303065","0.86000000238418582","0.0153030462563037868","0.2800141717586889"
"CoT","I","0.0056808922858480559411728831817033157","0.643333335220813752","0.0989722670987248464","0.39765766419804877"
"CoT","J","0.014738920858407196178223364484750736","0.95","0.1375867354683577983","0.37919796593909055"
"CoT","K","0.0011456360433937487476595166072117906","0.45","0.0150412569753825664","0.45273788694545597"
"CoT","L","0","1","0.12633250653743744","0"
"CoT","M","0.0015349102539076812635319068643989871","0.85833333134651184","0.0132494384422898292","0.41100392978916217"
"CoT","N","0.00012827230652140008363955195318389298","0.57272726297378538","0.0291770875453948976","0.018695427342135397"
"CoT","O","0.00106178787497840565817460110539076","0.89307691454887389","0.0108213658444583415","0.4792268747201032"
"CoT","P","0.0014017928524596562723306381449943532","0.8125","0.0167153859511017799","0.35999138051106394"
"CoT","Q","0.000000116131416829954289931535741436853888","1","0.73497784733772276","0.0000004662007173022392"
"CoT","R","0.001406772763776039360266402253084591","0.6125","0.0195409270934760574","0.3408946973487363"
"CoT","S","0.0006212586979295261073831151158508795","0.83833332657814026","0.0178171761333942416","0.16058700578321555"
"CoT","T","0.001752489408875589637611072599062676","0.7625","0.0138275428675115107","0.5972716456730719"
"CoT","U","0.00088666016329278936227389298766811","0.85","0.0105799905955791475","0.2791489455883598"
"CoT","V","0.001627910251289526306430687405907924","0.925","0.015402208641171455","0.47609396205360205"
"CoT","W","0.0001031087483242562189869124605004022","0.9","0.007234663236886263","0.03858789350740918"
"CoT","X","0.022963207293586450639577345022937552","0.79880952537059784","0.1821122983470559125","0.5008348964727688"
"CoT","Y","0.002032798612926600064279098120692421","0.5875","0.01783540844917297345","0.5732598619187109"
"CoT","Z","0.0042089814062257432269756543277303241","0.5875","0.0683520326390862449","0.22679509785919777"
"IBMGPT","A","0.00000057038498896816176081848920211522256","1","0.79311356544494629","0.000003692867683742958"
"IBMGPT","B","0.00195753127267525347238914692187351655","1","0.462644746899604792","0.014953830099593755"
"IBMGPT","C","0.0000000000569773170262245992219673442831423","0.6666666865348816","0.011642539966851473","0.000000024625874154674914"
"IBMGPT","D","0.000000002146642467179239333602549725914765","1","0.0269267041236162186","0.0000003220941940915465"
"IBMGPT","E","0.000000000717219840316758780095168762920492","0.4000000059604645","0.00676515121012926105","0.0000008828182856573324"
"IBMGPT","F","0.00008711103018689145997807250997271625","0.5","0.024633850157260895","0.021095790463094125"
"IBMGPT","G","0.000296338206710719644073610640977279","0.480701771378517158","0.0118796606082469223","0.2251233556926377"
"IBMGPT","H","0","1","0.8459365367889404","0"
"IBMGPT","I","0","1","0.48293009400367737","0"
"IBMGPT","J","0","1","0.7836383581161499","0"
"IBMGPT","K","0.0000001059744851496480342010939247256298","0.4000000059604645","0.00732930409722030175","0.00009778014258573127"
"IBMGPT","L","0.00000151642025066636243882029325271403656","1","0.83394600749015808","0.000006370273319622477"
"IBMGPT","M","0.00000000056545336616678972013856831110691","0.4000000059604645","0.00647131004370749011","0.0000006326896880305534"
"IBMGPT","N","0.0010395787364390953318135067199620428","0.72333332002162933","0.02538343807682394987","0.14599365569370532"
"IBMGPT","O","0.0292006461300585624812961748485824184","1","0.727745509892702121","0.17430468883781652"
"IBMGPT","P","0.00000000004705542399380280157558125177064108","1","0.0071368778590112922","0.000000022989398431841027"
"IBMGPT","Q","0.00274916389270815162172330790939568","0.438709667325019822","0.0413847483694553371","0.4692580102653984"
"IBMGPT","R","0.0002889575884542372946888395177346212","0.324334803223609934","0.0082974193617701531","0.19228388912323316"
"IBMGPT","S","0.022753258092111763553388482945815464","0.8000000059604645","0.209975643828511239","0.6792092503348506"
"IBMGPT","T","0","1","0.8449327349662781","0"
"IBMGPT","U","0.0000000740358770376156813618671931350051","0.4000000059604645","0.0053907166235148907","0.00009722152586605483"
"IBMGPT","V","0.0001261545819790461846113304538876078","0.1818181872367859","0.0196317433379590509","0.14793343851462631"
"IBMGPT","W","0.000074282640690513753053863704268313","0.117748922109603883","0.0059061419218778609","0.18214768360202882"
"IBMGPT","X","0.0002247181061718700447386787493918256","0.33428571969270708","0.01182594597339630095","0.29968109742450516"
"IBMGPT","Y","0.000000075771982772490670096343688157495","0.4000000059604645","0.00674144746735692035","0.00008635188036666038"
"IBMGPT","Z","0.0000001985114459387393976922368592173432","0.4000000059604645","0.0121441469527781007","0.00009929677532323951"
"ijbot","A","0.0001733921312255856239129175413014265","0.96000000238418579","0.00486518861725926388","0.19174303387605077"
"ijbot","B","0.002159313238105096552678313419938857","0.94000000059604645","0.01256643054075539105","0.6242384678854163"
"ijbot","C","0.002171161574497395157311086189842824","0.646666677296161664","0.0243235495872795586","0.4597182418233004"
"ijbot","D","0.001012029989676755414983067983823268","0.846666671335697174","0.00758640929125249374","0.6265808032126714"
"ijbot","E","0.00156389509491448472932688829048129","0.56666667461395264","0.0160764658357948064","0.6174643347617986"
"ijbot","F","0.003482944195004035098244854696043545","0.757500000298023224","0.0278428431134670978","0.45153513925697253"
"ijbot","G","0.001688623211895134874884451965642574","0.84545454680919647","0.02296838853508234","0.3930711501082462"
"ijbot","H","0.00091320643403354752754748409687185","0.77500000596046448","0.0136474851518869396","0.263726134919755"
"ijbot","I","0.0229483077598694189841322831824131878","1","0.71455844836309552076","0.20735177782556294"
"ijbot","J","0.028758980522186473428430042998767643","0.74285714626312256","0.1352327929344028221","0.7648357916363777"
"ijbot","K","0.00406828947200409290306048360495553","0.73333333432674408","0.0308285770006477829","0.5203097892779885"
"ijbot","L","0.0241762235678960485829358833200290596","0.725","0.2662826201878488165","0.38316968030822773"
"ijbot","M","0.0077946573677643836481692173680339","0.75166667103767395","0.0587019328027963633","0.55505596715241"
"ijbot","N","0.00672861191073392954961905414233023","0.84000000059604645","0.0481701385229825956","0.3821020998907173"
"ijbot","O","0.0004112005593498495708008395493305224","0.490000000596046448","0.0081363166682422161","0.28613924279290776"
"ijbot","P","0.003472505327319170687682206153600383","0.92666667103767395","0.0216574792284518482","0.5876952093789133"
"ijbot","Q","0.001565577520604444734086021077444029","0.86000000238418579","0.0104753958061337473","0.4604173439510117"
"ijbot","R","0.00515728006277367582345121980508206","0.96000000238418579","0.0827903538942337","0.1854235674120228"
"ijbot","S","0.003240924919482747705195967620097716","0.82571429014205933","0.0255648293532431124","0.6557296120963987"
"ijbot","T","0.00287605242351217060267904835186654","0.81666666865348816","0.0201606618706136947","0.6247576611715014"
"ijbot","U","0.0121144954975399112740072861886710932","0.82000000178813935","0.0874999651685357141","0.39581597907268523"
"ijbot","V","0.003037771628722219228493784963693342","1","0.0153020983096212146","0.8309284863848979"
"ijbot","W","0.0070879404402123304525348072575311875","0.5172619104385376","0.0665840774774551388","0.34880857062702275"
"ijbot","X","0.002236267984088900862361945302322519","0.94000000059604645","0.0217755024321377277","0.43709906866116754"
"ijbot","Y","0.003027978806698890558563436182066474","0.94666666984558106","0.0137195314280688766","0.7118569989274681"
"ijbot","Z","0.01191453401021496594872273979927807","0.65166667103767395","0.104505173303186895","0.330480974771087"
"Shot_Few","A","0","0","0","0"
"Shot_Few","B","0","0","0","0"
"Shot_Few","C","0","0","0","0"
"Shot_Few","D","0","0","0","0"
"Shot_Few","E","0","0","0","0"
"Shot_Few","F","0","0","0","0"
"Shot_Few","G","0","0","0","0"
"Shot_Few","H","0","0","0","0"
"Shot_Few","I","0","0","0","0"
"Shot_Few","J","0","0","0","0"
"Shot_Few","K","0","0","0","0"
"Shot_Few","L","0","0","0","0"
"Shot_Few","M","0","0","0","0"
"Shot_Few","N","0","0","0","0"
"Shot_Few","O","0","0","0","0"
"Shot_Few","P","0","0","0","0"
"Shot_Few","Q","0","0","0","0"
"Shot_Few","R","0","0","0","0"
"Shot_Few","S","0","0","0","0"
"Shot_Few","T","0","0","0","0"
"Shot_Few","U","0","0","0","0"
"Shot_Few","V","0","0","0","0"
"Shot_Few","W","0","0","0","0"
"Shot_Few","X","0","0","0","0"
"Shot_Few","Y","0","0","0","0"
"Shot_Few","Z","0","0","0","0"
"SpiralTeam","A","0.0158323349750003164132131009631145344","0.66911764740943909","0.2395091639831662242","0.34129430182700554"
"SpiralTeam","B","0.0003192995230553124211282078402158125","0.27986495792865753","0.0140672544948756692","0.12080377658134915"
"SpiralTeam","C","0.001190619631299983976687054489272958","0.494480517506599426","0.0197025017812848092","0.2710735845206538"
"SpiralTeam","D","0.0005100995567373410053362727391269014","0.578846153989434242","0.0085537915583699942","0.30844639406903823"
"SpiralTeam","E","0.0004633542253015895423771217546383241","0.260141988471150399","0.019455479364842177","0.19047526599434733"
"SpiralTeam","F","0.00037420511167210201815113421683509","0.188461540639400483","0.0104992335662245749","0.2619354576295445"
"SpiralTeam","G","0.03511612825967852908502403157628022","0.98958333134651184","0.2962676722556352704","0.5439544641306918"
"SpiralTeam","H","0.00041625318276877988860253922347376","0.300773814320564276","0.0111509678885340691","0.2846038959298595"
"SpiralTeam","I","0.00433474166498819315070483830035995","0.440909090638160706","0.2369935626164078662","0.12081593823244725"
"SpiralTeam","J","0.00116079968759371735755538058652352","0.484061989188194276","0.0377093838527798643","0.196487817424756"
"SpiralTeam","K","0.0022353736962813809993154033605286385","0.32039141580462456","0.0405348433181643487","0.43253955872800787"
"SpiralTeam","L","0.002412520866739192833487742368166297","0.404374060034751896","0.069384439382702112","0.2356628427967691"
"SpiralTeam","M","0.00160369300903088740593055915920843","0.429348661005496981","0.0374466265086084599","0.2995198692686982"
"SpiralTeam","N","0.0326720647865411097370621289736363134","0.6383625715970993","0.394209359493106599","0.22962027090946582"
"SpiralTeam","O","0.000697467591782907061686555731150601","0.399572396278381344","0.0141800100915133953","0.2855024657025403"
"SpiralTeam","P","0.0001156446317071810959606306032999322","0.256689657270908355","0.0101505827158689498","0.06954287708593311"
"SpiralTeam","Q","0.00157083708360885424117594918569875896","0.27368420958518982","0.0837894491851329777","0.056002186954543516"
"SpiralTeam","R","0.0013934668427514586374669224479382017","0.532121212780475613","0.0211765574757009746","0.35151239872620293"
"SpiralTeam","S","0.00197115680994914998035929707012968","0.448825459182262423","0.02393718808889389054","0.628760204635116"
"SpiralTeam","T","0.0003654771553372191737314585896176848","0.434812933206558236","0.009146486222743988","0.20498079148005424"
"SpiralTeam","U","0.0000596165050190913847258599779740378","0.222875817865133282","0.0048637259751558304","0.05161191893520623"
"SpiralTeam","V","0.004037788637885756641131632873456608","0.61505992114543915","0.039423012500628829","0.4768752587230268"
"SpiralTeam","W","0.000544270117605293069721957038462591","0.46777327954769134","0.0146221458911895751","0.1351854081868597"
"SpiralTeam","X","0.001284962052423467950429336493484556","0.64003069698810578","0.015197028126567602","0.3815135507182342"
"SpiralTeam","Y","0.0002255348699544543270773407373280629","0.096009255200624467","0.0186943895649164916","0.27501199665085013"
"SpiralTeam","Z","0.0011299778720488359890363143933406714","0.167202380299568176","0.1028775643557310134","0.14709388579334617"
"TheAlmostEngineer","A","0.0007875828058590114225726514685662633","0.9","0.66657595038414002","0.00606705068882681"
"TheAlmostEngineer","B","0.01844438779343134894952910642907428","1","0.541512030363082883","0.1203781053758452"
"TheAlmostEngineer","C","0.052810985318719026470296835571514253","1","0.4727085415273904734","0.37478048821329085"
"TheAlmostEngineer","D","0.04719007725253810882235144891303028","1","0.3241806443314999286","0.588125466385372"
"TheAlmostEngineer","E","0.0665368996835439939731179508230955875","0.93333333432674408","0.6640523998066782943","0.33455142275058875"
"TheAlmostEngineer","F","0.0000401345770904303430121820545380134396","0.8","0.65623041987419129","0.00018242623104567862"
"TheAlmostEngineer","G","0.00360776252073248958712858511051389958","1","0.62172327637672424","0.026431021727492423"
"TheAlmostEngineer","H","0.0246865165678244658529812888996932916","0.8","0.456892585754394522","0.17799311343367452"
"TheAlmostEngineer","I","0.002074318346475053452165165785582132","1","0.72416203320026399","0.01849415584534676"
"TheAlmostEngineer","J","0.0000180102182829407647236770086241740885","0.9","0.72976481914520262","0.00008686015397438605"
"TheAlmostEngineer","K","0.080761119499638419109901675721525415","1","0.5595881287008523905","0.3903965110071655"
"TheAlmostEngineer","L","0.0000096971870319840957026385376347760454","0.5","0.38702431321144103","0.00008777764968825134"
"TheAlmostEngineer","M","0","1","0.7305481433868408","0"
"TheAlmostEngineer","N","0.0000056863319996701220354309303975471801","0.5","0.034662854671478273","0.00044393324041882567"
"TheAlmostEngineer","O","0.046074653880099730297877751438232584","0.8","0.3047157468274235794","0.6642779958532228"
"TheAlmostEngineer","P","0.0397810284690053977795767461962871286","0.975","0.7112100243568420446","0.19508552577018834"
"TheAlmostEngineer","Q","0","0.2","0.028277191519737244","0"
"TheAlmostEngineer","R","0.0279101677104787138188533298795056765","1","0.507365578413009642","0.16009832569832555"
"TheAlmostEngineer","S","0.00000023594355786522670475227587621710349","1","0.115159962326288224","0.000007301709181138803"
"TheAlmostEngineer","T","0.02137649035336587077905151658357879","0.8","0.5430549359880387748","0.1490530690207043"
"TheAlmostEngineer","U","0.062377297119403169301020805362404714","0.88999999761581421","0.5942225927487015716","0.2972897188180906"
"TheAlmostEngineer","V","0.000003881525198831764981209987843323304","1","0.0246958184987306599","0.0006578676022083273"
"TheAlmostEngineer","W","0.075430709347490799202456848522413568","0.88461539149284364","0.38374478444457055","0.5381997366961733"
"TheAlmostEngineer","X","0","1","0.5317977666854858","0"
"TheAlmostEngineer","Y","0","1","0.8363385796546936","0"
"TheAlmostEngineer","Z","0.0134289875954834776586822537608288092","0.96666666865348816","0.538904786109924307","0.06128399701092846"
